7	0	0	45	37	45	0	0
4	4	2239	92	34	239315	0	0
6	0	0	46	36	46	0	0
8	4	2122	107	38	225806	0	0
0	0	0	47	30	47	0	0
7	4	2328	30	37	249702	0	0
8	0	0	48	38	48	0	0
3	4	2268	54	33	242621	0	0
1	0	0	49	31	49	0	0
5	4	2153	35	35	229311	0	0
7	0	0	50	37	50	0	0
1	4	2252	1	31	240690	0	0
7	0	0	51	37	51	0	0
1	4	2348	109	31	252072	0	0
1	0	0	52	31	52	0	0
6	4	2172	94	36	231507	0	0
3	0	0	53	33	53	0	0
0	4	2260	63	30	241704	0	0
2	0	0	54	32	54	0	0
9	4	2199	45	39	234664	0	0
3	0	0	55	33	55	0	0
1	4	2335	58	31	250489	0	0
1	0	0	56	31	56	0	0
0	4	2265	100	30	242336	0	0
4	0	0	57	34	57	0	0
9	4	2106	118	39	223919	0	0
2	0	0	58	32	58	0	0
0	4	2156	0	30	229598	0	0
0	0	0	59	30	59	0	0
2	4	2194	16	32	234058	0	0
0	0	0	60	30	60	0	0
2	4	2223	89	32	237472	0	0
7	0	0	61	37	61	0	0
1	4	2330	77	31	249944	0	0
8	0	0	62	38	62	0	0
6	4	2342	29	36	251326	0	0
4	0	0	63	34	63	0	0
1	4	2280	13	31	243987	0	0
6	0	0	64	36	64	0	0
3	4	2327	77	33	249636	0	0
4	0	0	65	34	65	0	0
5	4	2317	39	35	248383	0	0
9	0	0	66	39	66	0	0
1	4	2145	40	31	228421	0	0
3	0	0	67	33	67	0	0
3	4	2292	94	33	245519	0	0
8	0	0	68	38	68	0	0
5	4	2137	67	35	227522	0	0
4	0	0	69	34	69	0	0
7	4	2167	35	37	230924	0	0
7	0	0	70	37	70	0	0
4	4	2349	85	34	252170	0	0
2	0	0	71	32	71	0	0
8	4	2232	43	38	238459	0	0
5	0	0	72	35	72	0	0
8	4	2154	92	38	229454	0	0
6	0	0	73	36	73	0	0
7	4	2307	49	37	247248	0	0
3	0	0	74	33	74	0	0
4	4	2156	31	34	229629	0	0
6	0	0	75	36	75	0	0
1	4	2197	83	31	234478	0	0
9	0	0	76	39	76	0	0
9	4	2322	92	39	249026	0	0
6	0	0	77	36	77	0	0
0	4	2185	57	30	233004	0	0
3	0	0	78	33	78	0	0
7	4	2101	89	37	223341	0	0
2	0	0	79	32	79	0	0
8	4	2337	118	38	250804	0	0
2	0	0	80	32	80	0	0
9	4	2318	86	39	248544	0	0
4	0	0	81	34	81	0	0
4	4	2155	11	34	229488	0	0
6	0	0	82	36	82	0	0
4	4	2253	28	34	240836	0	0
9	0	0	83	39	83	0	0
7	4	2119	52	37	225420	0	0
0	0	0	84	30	84	0	0
9	4	2123	118	39	225947	0	0
2	0	0	85	32	85	0	0
9	4	2322	87	39	249021	0	0
5	0	0	86	35	86	0	0
1	4	2214	65	31	236387	0	0
5	0	0	87	35	87	0	0
9	4	2169	54	39	231170	0	0
1	0	0	88	31	88	0	0
2	4	2134	63	32	227192	0	0
3	0	0	89	33	89	0	0
2	4	2238	80	32	239186	0	0
3	0	0	90	33	90	0	0
5	4	2100	87	35	223211	0	0
9	0	0	91	39	91	0	0
1	4	2174	101	31	231762	0	0
7	0	0	92	37	92	0	0
6	4	2240	55	36	239394	0	0
2	0	0	93	32	93	0	0
8	4	2250	97	38	240571	0	0
2	0	0	94	32	94	0	0
2	4	2116	106	32	225123	0	0
5	0	0	95	35	95	0	0
0	4	2270	0	30	242819	0	0
7	0	0	96	37	96	0	0
4	4	2158	28	34	229867	0	0
9	0	0	97	39	97	0	0
7	4	2192	51	37	233852	0	0
8	0	0	98	38	98	0	0
3	4	2313	32	33	247904	0	0
2	0	0	99	32	99	0	0
1	4	2120	101	31	225595	0	0
1	0	0	100	31	100	0	0
8	4	2255	51	38	241083	0	0
3	0	0	101	33	101	0	0
6	4	2175	60	36	231839	0	0
1	0	0	102	31	102	0	0
0	4	2162	108	30	230400	0	0
3	0	0	103	33	103	0	0
1	4	2258	65	31	241459	0	0
0	0	1	0	30	104	0	0
0	4	2306	14	30	247094	0	0
1	0	1	1	31	105	0	0
7	4	2164	94	37	230612	0	0
2	0	1	2	32	106	0	0
7	4	2210	57	37	235889	0	0
3	0	1	3	33	107	0	0
0	4	2306	81	30	247161	0	0
4	0	1	4	34	108	0	0
6	4	2170	63	36	231269	0	0
5	0	1	5	35	109	0	0
2	4	2228	8	32	237967	0	0
6	0	1	6	36	110	0	0
4	4	2335	71	34	250502	0	0
7	0	1	7	37	111	0	0
1	4	2156	39	31	229637	0	0
8	0	1	8	38	112	0	0
9	4	2250	73	39	240547	0	0
9	0	1	9	39	113	0	0
3	4	2242	15	33	239597	0	0
0	0	1	10	30	114	0	0
7	4	2156	27	37	229625	0	0
1	0	1	11	31	115	0	0
0	4	2239	10	30	239233	0	0
2	0	1	12	32	116	0	0
0	4	2320	51	30	248747	0	0
3	0	1	13	33	117	0	0
5	4	2165	82	35	230729	0	0
4	0	1	14	34	118	0	0
6	4	2153	39	36	229315	0	0
5	0	1	15	35	119	0	0
8	4	2328	78	38	249750	0	0
6	0	1	16	36	120	0	0
3	4	2258	99	33	241493	0	0
7	0	1	17	37	121	0	0
5	4	2164	48	35	230566	0	0
8	0	1	18	38	122	0	0
0	4	2321	9	30	248827	0	0
9	0	1	19	39	123	0	0
1	4	2247	52	31	240230	0	0
0	0	1	20	30	124	0	0
3	4	2186	41	33	233117	0	0
1	0	1	21	31	125	0	0
2	4	2190	51	32	233596	0	0
2	0	1	22	32	126	0	0
3	4	2243	81	33	239790	0	0
3	0	1	23	33	127	0	0
6	4	2316	58	36	248292	0	0
4	0	1	24	34	128	0	0
7	4	2309	46	37	247478	0	0
5	0	1	25	35	129	0	0
0	4	2254	17	30	240948	0	0
6	0	1	26	36	130	0	0
2	4	2230	28	32	238220	0	0
7	0	1	27	37	131	0	0
9	4	2245	114	39	240052	0	0
8	0	1	28	38	132	0	0
5	4	2102	41	35	223405	0	0
9	0	1	29	39	133	0	0
2	4	2168	91	32	231098	0	0
1	0	1	30	31	134	0	0
1	4	2225	22	31	237659	0	0
4	0	1	31	34	135	0	0
4	4	2134	18	34	227147	0	0
5	0	1	32	35	136	0	0
6	4	2316	59	36	248293	0	0
4	0	1	33	34	137	0	0
1	4	2163	17	31	230419	0	0
2	0	1	34	32	138	0	0
5	4	2259	67	35	241591	0	0
3	0	1	35	33	139	0	0
9	4	2340	90	39	251129	0	0
3	0	1	36	33	140	0	0
9	4	2214	52	39	236374	0	0
0	0	1	37	30	141	0	0
5	4	2247	60	35	240238	0	0
9	0	1	38	39	142	0	0
6	4	2269	83	36	242781	0	0
5	0	1	39	35	143	0	0
7	4	2203	109	37	235151	0	0
4	0	1	40	34	144	0	0
1	4	2181	53	31	232504	0	0
3	0	1	41	33	145	0	0
4	4	2160	61	34	230111	0	0
0	0	1	42	30	146	0	0
4	4	2194	113	34	234155	0	0
8	0	1	43	38	147	0	0
0	4	2137	36	30	227491	0	0
4	0	1	44	34	148	0	0
3	4	2291	82	33	245377	0	0
6	0	1	45	36	149	0	0
8	4	2278	41	38	243794	0	0
7	0	1	46	37	150	0	0
6	4	2301	44	36	246525	0	0
0	0	1	47	30	151	0	0
9	4	2349	27	39	252112	0	0
7	0	1	48	37	152	0	0
5	4	2192	50	35	233851	0	0
7	0	1	49	37	153	0	0
2	4	2223	70	32	237453	0	0
1	0	1	50	31	154	0	0
1	4	2322	13	31	248947	0	0
6	0	1	51	36	155	0	0
8	4	2265	102	38	242338	0	0
9	0	1	52	39	156	0	0
4	4	2204	113	34	235273	0	0
1	0	1	53	31	157	0	0
5	4	2195	111	35	234277	0	0
2	0	1	54	32	158	0	0
2	4	2284	9	32	244459	0	0
9	0	1	55	39	159	0	0
0	4	2120	99	30	225593	0	0
3	0	1	56	33	160	0	0
9	4	2264	21	39	242134	0	0
6	0	1	57	36	161	0	0
7	4	2286	11	37	244705	0	0
2	0	1	58	32	162	0	0
0	4	2133	3	30	227024	0	0
3	0	1	59	33	163	0	0
5	4	2233	98	35	238603	0	0
4	0	1	60	34	164	0	0
3	4	2205	33	33	235320	0	0
6	0	1	61	36	165	0	0
5	4	2296	49	35	245935	0	0
8	0	1	62	38	166	0	0
9	4	2193	14	39	233930	0	0
5	0	1	63	35	167	0	0
4	4	2143	60	34	228192	0	0
7	0	1	64	37	168	0	0
4	4	2340	17	34	251056	0	0
2	0	1	65	32	169	0	0
7	4	2134	7	37	227136	0	0
3	0	1	66	33	170	0	0
4	4	2211	11	34	235968	0	0
8	0	1	67	38	171	0	0
9	4	2138	47	39	227600	0	0
1	0	1	68	31	172	0	0
9	4	2304	21	39	246867	0	0
2	0	1	69	32	173	0	0
8	4	2269	51	38	242749	0	0
7	0	1	70	37	174	0	0
9	4	2268	81	39	242648	0	0
1	0	1	71	31	175	0	0
8	4	2172	50	38	231463	0	0
7	0	1	72	37	176	0	0
4	4	2297	96	34	246102	0	0
1	0	1	73	31	177	0	0
3	4	2297	4	33	246010	0	0
1	0	1	74	31	178	0	0
1	4	2339	107	31	251019	0	0
0	0	1	75	30	179	0	0
2	4	2100	59	32	223183	0	0
3	0	1	76	33	180	0	0
9	4	2309	5	39	247437	0	0
4	0	1	77	34	181	0	0
9	4	2239	17	39	239240	0	0
2	0	1	78	32	182	0	0
1	4	2284	13	31	244463	0	0
6	0	1	79	36	183	0	0
8	4	2324	44	38	249232	0	0
4	0	1	80	34	184	0	0
7	4	2136	86	37	227451	0	0
7	0	1	81	37	185	0	0
4	4	2281	47	34	244139	0	0
4	0	1	82	34	186	0	0
9	4	2227	94	39	237942	0	0
2	0	1	83	32	187	0	0
5	4	2157	87	35	229809	0	0
7	0	1	84	37	188	0	0
2	4	2283	102	32	244431	0	0
4	0	1	85	34	189	0	0
4	4	2238	41	34	239147	0	0
2	0	1	86	32	190	0	0
1	4	2319	41	31	248615	0	0
9	0	1	87	39	191	0	0
7	4	2306	45	37	247125	0	0
2	0	1	88	32	192	0	0
8	4	2260	41	38	241682	0	0
7	0	1	89	37	193	0	0
6	4	2239	21	36	239244	0	0
9	0	1	90	39	194	0	0
2	4	2136	63	32	227428	0	0
2	0	1	91	32	195	0	0
3	4	2104	100	33	223709	0	0
8	0	1	92	38	196	0	0
1	4	2147	13	31	228608	0	0
6	0	1	93	36	197	0	0
5	4	2167	81	35	230970	0	0
1	0	1	94	31	198	0	0
1	4	2322	54	31	248988	0	0
0	0	1	95	30	199	0	0
2	4	2185	72	32	233019	0	0
6	0	1	96	36	200	0	0
4	4	2215	32	34	236484	0	0
5	0	1	97	35	201	0	0
8	4	2196	54	38	234338	0	0
3	0	1	98	33	202	0	0
1	4	2212	9	31	236084	0	0
5	0	1	99	35	203	0	0
1	4	2323	1	31	249065	0	0
9	0	1	100	39	204	0	0
2	4	2190	18	32	233563	0	0
7	0	1	101	37	205	0	0
4	4	2340	94	34	251133	0	0
4	0	1	102	34	206	0	0
4	4	2268	101	34	242668	0	0
8	0	1	103	38	207	0	0
1	4	2160	95	31	230145	0	0
5	0	1	104	35	208	0	0
8	4	2150	41	38	228988	0	0
9	0	1	105	39	209	0	0
5	4	2190	3	35	233548	0	0
6	0	1	106	36	210	0	0
7	4	2250	62	37	240536	0	0
9	0	1	107	39	211	0	0
9	4	2244	108	39	239927	0	0
3	0	1	108	33	212	0	0
7	4	2155	41	37	229518	0	0
0	0	1	109	30	213	0	0
9	4	2183	58	39	232752	0	0
0	0	1	110	30	214	0	0
6	4	2214	128	36	236450	0	0
6	0	1	111	36	215	0	0
2	4	2347	77	32	251929	0	0
3	0	1	112	33	216	0	0
9	4	2141	83	39	227965	0	0
0	0	1	113	30	217	0	0
7	4	2167	82	37	230971	0	0
5	0	1	114	35	218	0	0
4	4	2194	61	34	234103	0	0
8	0	1	115	38	219	0	0
0	4	2238	14	30	239120	0	0
9	0	1	116	39	220	0	0
4	4	2149	91	34	228939	0	0
1	0	1	117	31	221	0	0
2	4	2145	16	32	228397	0	0
8	0	1	118	38	222	0	0
7	4	2106	33	37	223834	0	0
1	0	1	119	31	223	0	0
2	4	2266	4	32	242355	0	0
6	0	1	120	36	224	0	0
1	4	2343	42	31	251458	0	0
0	0	1	121	30	225	0	0
3	4	2176	49	33	231933	0	0
0	0	2	0	30	226	0	0
1	4	2226	5	31	237723	0	0
1	0	2	1	31	227	0	0
8	4	2142	112	38	228116	0	0
2	0	2	2	32	228	0	0
0	4	2276	92	30	243605	0	0
3	0	2	3	33	229	0	0
9	4	2219	105	39	237024	0	0
4	0	2	4	34	230	0	0
0	4	2268	52	30	242619	0	0
5	0	2	5	35	231	0	0
0	4	2341	61	30	251230	0	0
6	0	2	6	36	232	0	0
1	4	2115	9	31	224910	0	0
7	0	2	7	37	233	0	0
7	4	2254	47	37	240978	0	0
8	0	2	8	38	234	0	0
1	4	2295	7	31	245797	0	0
9	0	2	9	39	235	0	0
2	4	2207	67	32	235562	0	0
0	0	2	10	30	236	0	0
5	4	2229	5	35	238088	0	0
1	0	2	11	31	237	0	0
2	4	2121	99	32	225697	0	0
2	0	2	12	32	238	0	0
7	4	2164	110	37	230628	0	0
3	0	2	13	33	239	0	0
5	4	2319	84	35	248658	0	0
4	0	2	14	34	240	0	0
9	4	2197	34	39	234429	0	0
7	0	2	15	37	241	0	0
1	4	2337	57	31	250743	0	0
8	0	2	16	38	242	0	0
3	4	2235	110	33	238862	0	0
9	0	2	17	39	243	0	0
6	4	2202	25	36	234977	0	0
0	0	2	18	30	244	0	0
3	4	2293	26	33	245575	0	0
1	0	2	19	31	245	0	0
1	4	2202	61	31	235013	0	0
2	0	2	20	32	246	0	0
6	4	2235	88	36	238840	0	0
3	0	2	21	33	247	0	0
5	4	2339	9	35	250921	0	0
7	0	2	22	37	248	0	0
6	4	2184	101	36	232922	0	0
8	0	2	23	38	249	0	0
3	4	2200	26	33	234735	0	0
9	0	2	24	39	250	0	0
5	4	2179	14	35	232212	0	0
8	0	2	25	38	251	0	0
5	4	2139	18	35	227688	0	0
7	0	2	26	37	252	0	0
6	4	2121	75	36	225673	0	0
1	0	2	27	31	253	0	0
1	4	2161	17	31	230191	0	0
3	0	2	28	33	254	0	0
1	4	2140	93	31	227855	0	0
7	0	2	29	37	255	0	0
5	4	2100	14	35	223138	0	0
5	0	2	30	35	256	0	0
5	4	2333	58	35	250254	0	0
2	0	2	31	32	257	0	0
5	4	2296	55	35	245941	0	0
8	0	2	32	38	258	0	0
7	4	2297	73	37	246079	0	0
0	0	2	33	30	259	0	0
9	4	2346	48	39	251784	0	0
7	0	2	34	37	260	0	0
7	4	2299	100	37	246350	0	0
5	0	2	35	35	261	0	0
0	4	2185	71	30	233018	0	0
9	0	2	36	39	262	0	0
0	4	2118	64	30	225310	0	0
0	0	2	37	30	263	0	0
8	4	2244	50	38	239869	0	0
9	0	2	38	39	264	0	0
2	4	2340	11	32	251050	0	0
4	0	2	39	34	265	0	0
8	4	2205	27	38	235314	0	0
1	0	2	40	31	266	0	0
6	4	2235	14	36	238766	0	0
1	0	2	41	31	267	0	0
6	4	2243	98	36	239807	0	0
5	0	2	42	35	268	0	0
1	4	2336	72	31	250631	0	0
8	0	2	43	38	269	0	0
3	4	2239	8	33	239231	0	0
4	0	2	44	34	270	0	0
0	4	2269	85	30	242783	0	0
5	0	2	45	35	271	0	0
5	4	2139	10	35	227680	0	0
8	0	2	46	38	272	0	0
3	4	2313	25	33	247897	0	0
6	0	2	47	36	273	0	0
2	4	2260	68	32	241709	0	0
3	0	2	48	33	274	0	0
9	4	2262	99	39	241969	0	0
2	0	2	49	32	275	0	0
1	4	2253	122	31	240930	0	0
1	0	2	50	31	276	0	0
5	4	2164	75	35	230593	0	0
2	0	2	51	32	277	0	0
1	4	2175	52	31	231831	0	0
3	0	2	52	33	278	0	0
2	4	2297	111	32	246117	0	0
8	0	2	53	38	279	0	0
7	4	2218	10	37	236814	0	0
3	0	2	54	33	280	0	0
7	4	2338	36	37	250841	0	0
2	0	2	55	32	281	0	0
4	4	2298	106	34	246231	0	0
6	0	2	56	36	282	0	0
9	4	2318	88	39	248546	0	0
7	0	2	57	37	283	0	0
2	4	2133	45	32	227066	0	0
4	0	2	58	34	284	0	0
2	4	2208	33	32	235631	0	0
8	0	2	59	38	285	0	0
1	4	2203	12	31	235054	0	0
1	0	2	60	31	286	0	0
3	4	2132	58	33	226962	0	0
8	0	2	61	38	287	0	0
4	4	2312	104	34	247861	0	0
0	0	2	62	30	288	0	0
6	4	2259	86	36	241610	0	0
5	0	2	63	35	289	0	0
9	4	2190	60	39	233605	0	0
3	0	2	64	33	290	0	0
0	4	2205	74	30	235361	0	0
9	0	2	65	39	291	0	0
2	4	2213	99	32	236291	0	0
4	0	2	66	34	292	0	0
7	4	2336	25	37	250584	0	0
1	0	2	67	31	293	0	0
2	4	2333	47	32	250243	0	0
9	0	2	68	39	294	0	0
4	4	2190	27	34	233572	0	0
2	0	2	69	32	295	0	0
6	4	2174	77	36	231738	0	0
1	0	2	70	31	296	0	0
8	4	2311	29	38	247662	0	0
9	0	2	71	39	297	0	0
0	4	2118	109	30	225355	0	0
6	0	2	72	36	298	0	0
6	4	2196	65	36	234349	0	0
7	0	2	73	37	299	0	0
9	4	2257	93	39	241369	0	0
9	0	2	74	39	300	0	0
8	4	2292	15	38	245440	0	0
0	0	2	75	30	301	0	0
1	4	2154	80	31	229442	0	0
4	0	2	76	34	302	0	0
4	4	2339	44	34	250956	0	0
6	0	2	77	36	303	0	0
7	4	2193	25	37	233941	0	0
1	0	2	78	31	304	0	0
5	4	2338	9	35	250814	0	0
7	0	2	79	37	305	0	0
0	4	2130	118	30	226765	0	0
3	0	2	80	33	306	0	0
5	4	2290	36	35	245203	0	0
8	0	2	81	38	307	0	0
4	4	2279	121	34	243965	0	0
7	0	2	82	37	308	0	0
1	4	2209	84	31	235796	0	0
2	0	2	83	32	309	0	0
5	4	2155	120	35	229597	0	0
9	0	2	84	39	310	0	0
5	4	2107	67	35	223997	0	0
6	0	2	85	36	311	0	0
7	4	2312	32	37	247789	0	0
5	0	2	86	35	312	0	0
9	4	2189	71	39	233494	0	0
8	0	2	87	38	313	0	0
8	4	2195	107	38	234273	0	0
3	0	2	88	33	314	0	0
6	4	2306	78	36	247158	0	0
9	0	2	89	39	315	0	0
7	4	2133	14	37	227035	0	0
0	0	2	90	30	316	0	0
7	4	2188	82	37	233379	0	0
5	0	2	91	35	317	0	0
7	4	2282	84	37	244306	0	0
1	0	2	92	31	318	0	0
1	4	2170	55	31	231261	0	0
0	0	2	93	30	319	0	0
7	4	2133	27	37	227048	0	0
9	0	2	94	39	320	0	0
2	4	2327	66	32	249625	0	0
3	0	2	95	33	321	0	0
7	4	2250	87	37	240561	0	0
3	0	2	96	33	322	0	0
2	4	2292	105	32	245530	0	0
4	0	2	97	34	323	0	0
1	4	2302	71	31	246676	0	0
6	0	2	98	36	324	0	0
2	4	2229	31	32	238114	0	0
7	0	2	99	37	325	0	0
5	4	2299	20	35	246270	0	0
5	0	2	100	35	326	0	0
7	4	2186	75	37	233151	0	0
4	0	2	101	34	327	0	0
0	4	2119	55	30	225423	0	0
2	0	2	102	32	328	0	0
6	4	2347	95	36	251947	0	0
3	0	2	103	33	329	0	0
6	4	2306	66	36	247146	0	0
4	0	2	104	34	330	0	0
0	4	2278	2	30	243755	0	0
4	0	2	105	34	331	0	0
2	4	2113	24	32	224673	0	0
6	0	2	106	36	332	0	0
0	4	2268	8	30	242575	0	0
0	0	2	107	30	333	0	0
0	4	2104	123	30	223732	0	0
0	0	3	0	30	334	0	0
3	4	2212	61	33	236136	0	0
1	0	3	1	31	335	0	0
6	4	2112	38	36	224557	0	0
2	0	3	2	32	336	0	0
2	4	2239	61	32	239284	0	0
3	0	3	3	33	337	0	0
1	4	2236	11	31	238888	0	0
4	0	3	4	34	338	0	0
1	4	2226	85	31	237803	0	0
5	0	3	5	35	339	0	0
4	4	2140	4	34	227766	0	0
6	0	3	6	36	340	0	0
4	4	2264	59	34	242172	0	0
7	0	3	7	37	341	0	0
2	4	2226	26	32	237744	0	0
8	0	3	8	38	342	0	0
7	4	2245	122	37	240060	0	0
9	0	3	9	39	343	0	0
2	4	2235	22	32	238774	0	0
0	0	3	10	30	344	0	0
5	4	2164	23	35	230541	0	0
1	0	3	11	31	345	0	0
4	4	2172	124	34	231537	0	0
2	0	3	12	32	346	0	0
8	4	2186	63	38	233139	0	0
3	0	3	13	33	347	0	0
2	4	2191	58	32	233730	0	0
4	0	3	14	34	348	0	0
1	4	2211	57	31	236014	0	0
5	0	3	15	35	349	0	0
4	4	2275	72	34	243469	0	0
6	0	3	16	36	350	0	0
0	4	2172	12	30	231425	0	0
7	0	3	17	37	351	0	0
9	4	2199	9	39	234628	0	0
8	0	3	18	38	352	0	0
4	4	2100	36	34	223160	0	0
9	0	3	19	39	353	0	0
8	4	2114	121	38	224899	0	0
0	0	3	20	30	354	0	0
1	4	2335	124	31	250555	0	0
1	0	3	21	31	355	0	0
0	4	2108	13	30	224061	0	0
2	0	3	22	32	356	0	0
2	4	2116	69	32	225086	0	0
3	0	3	23	33	357	0	0
2	4	2272	40	32	243073	0	0
4	0	3	24	34	358	0	0
4	4	2335	14	34	250445	0	0
5	0	3	25	35	359	0	0
8	4	2147	97	38	228692	0	0
6	0	3	26	36	360	0	0
5	4	2152	41	35	229217	0	0
7	0	3	27	37	361	0	0
7	4	2288	57	37	244987	0	0
8	0	3	28	38	362	0	0
8	4	2195	53	38	234219	0	0
9	0	3	29	39	363	0	0
7	4	2328	24	37	249696	0	0
4	0	3	30	34	364	0	0
7	4	2346	28	37	251764	0	0
3	0	3	31	33	365	0	0
2	4	2255	14	32	241046	0	0
0	0	3	32	30	366	0	0
8	4	2183	14	38	232708	0	0
6	0	3	33	36	367	0	0
8	4	2101	39	38	223291	0	0
6	0	3	34	36	368	0	0
1	4	2174	19	31	231680	0	0
6	0	3	35	36	369	0	0
8	4	2147	107	38	228702	0	0
9	0	3	36	39	370	0	0
4	4	2134	100	34	227229	0	0
0	0	3	37	30	371	0	0
9	4	2302	37	39	246642	0	0
0	0	3	38	30	372	0	0
4	4	2162	31	34	230323	0	0
1	0	3	39	31	373	0	0
5	4	2227	53	35	237901	0	0
4	0	3	40	34	374	0	0
7	4	2318	32	37	248490	0	0
5	0	3	41	35	375	0	0
3	4	2125	75	33	226132	0	0
7	0	3	42	37	376	0	0
4	4	2150	50	34	228997	0	0
9	0	3	43	39	377	0	0
8	4	2155	42	38	229519	0	0
5	0	3	44	35	378	0	0
8	4	2148	62	38	228784	0	0
6	0	3	45	36	379	0	0
3	4	2124	69	33	226022	0	0
8	0	3	46	38	380	0	0
6	4	2128	38	36	226448	0	0
9	0	3	47	39	381	0	0
9	4	2100	117	39	223241	0	0
1	0	3	48	31	382	0	0
8	4	2283	27	38	244356	0	0
3	0	3	49	33	383	0	0
5	4	2307	73	35	247272	0	0
8	0	3	50	38	384	0	0
6	4	2101	56	36	223308	0	0
5	0	3	51	35	385	0	0
9	4	2213	119	39	236311	0	0
7	0	3	52	37	386	0	0
2	4	2318	24	32	248482	0	0
5	0	3	53	35	387	0	0
0	4	2103	73	30	223558	0	0
8	0	3	54	38	388	0	0
5	4	2124	55	35	226008	0	0
1	0	3	55	31	389	0	0
1	4	2100	60	31	223184	0	0
0	0	3	56	30	390	0	0
9	4	2204	125	39	235285	0	0
1	0	3	57	31	391	0	0
8	4	2322	33	38	248967	0	0
6	0	3	58	36	392	0	0
7	4	2305	16	37	246966	0	0
0	0	3	59	30	393	0	0
9	4	2199	86	39	234705	0	0
3	0	3	60	33	394	0	0
0	4	2245	111	30	240049	0	0
8	0	3	61	38	395	0	0
8	4	2247	28	38	240206	0	0
9	0	3	62	39	396	0	0
6	4	2168	24	36	231031	0	0
7	0	3	63	37	397	0	0
8	4	2289	44	38	245085	0	0
4	0	3	64	34	398	0	0
7	4	2178	97	37	232165	0	0
5	0	3	65	35	399	0	0
9	4	2165	68	39	230715	0	0
2	0	3	66	32	400	0	0
6	4	2325	92	36	249401	0	0
7	0	3	67	37	401	0	0
4	4	2183	17	34	232711	0	0
5	0	3	68	35	402	0	0
9	4	2198	57	39	234549	0	0
2	0	3	69	32	403	0	0
3	4	2144	55	33	228311	0	0
1	0	3	70	31	404	0	0
6	4	2288	32	36	244962	0	0
3	0	3	71	33	405	0	0
9	4	2228	118	39	238077	0	0
2	0	3	72	32	406	0	0
2	4	2113	58	32	224707	0	0
5	0	3	73	35	407	0	0
6	4	2253	36	36	240844	0	0
8	0	3	74	38	408	0	0
0	4	2167	47	30	230936	0	0
7	0	3	75	37	409	0	0
7	4	2113	25	37	224674	0	0
1	0	3	76	31	410	0	0
9	4	2307	9	39	247208	0	0
